date,co,no,no2,nox,o3,pm10,pm25,relativehumidity,so2,temperature,wind_direction,wind_speed,temp_max,temp_min,precipitation,wind_speed_max,humidity_max,city,month,day_of_week,is_weekend,season
2018-03-08 00:00:00+00:00,45000.0,,56.0,,29.5,,83.5,,5.0,,,,,,,,,Bengaluru,3,3,0,Summer
2018-03-09 00:00:00+00:00,43000.0,,46.0,,48.8,,97.8,,5.6,,,,,,,,,Bengaluru,3,4,0,Summer
2018-03-10 00:00:00+00:00,45600.0,,36.2,,53.5,,95.5,,5.6,,,,,,,,,Bengaluru,3,5,1,Summer
2018-03-11 00:00:00+00:00,41000.0,,17.6,,43.7,,69.9,,5.29,,,,,,,,,Bengaluru,3,6,1,Summer
2018-03-12 00:00:00+00:00,24300.0,,12.0,,16.3,,42.3,,6.0,,,,,,,,,Bengaluru,3,0,0,Summer
2018-03-13 00:00:00+00:00,28800.0,,14.3,,21.0,,28.0,,6.0,,,,,,,,,Bengaluru,3,1,0,Summer
2018-03-14 00:00:00+00:00,31600.0,,17.4,,37.2,,53.2,,6.0,,,,,,,,,Bengaluru,3,2,0,Summer
2018-03-15 00:00:00+00:00,31500.0,,37.0,,9.0,,35.5,,5.0,,,,,,,,,Bengaluru,3,3,0,Summer
2018-03-16 00:00:00+00:00,37300.0,,42.7,,15.0,,33.7,,5.0,,,,,,,,,Bengaluru,3,4,0,Summer
2018-03-17 00:00:00+00:00,36800.0,,33.5,,27.0,,37.8,,5.0,,,,,,,,,Bengaluru,3,5,1,Summer
2018-03-18 00:00:00+00:00,28700.0,,14.3,,44.0,,40.3,,5.33,,,,,,,,,Bengaluru,3,6,1,Summer
2018-03-19 00:00:00+00:00,42300.0,,28.3,,52.8,,63.8,,5.0,,,,,,,,,Bengaluru,3,0,0,Summer
2018-03-20 00:00:00+00:00,41800.0,,36.3,,49.8,,85.5,,5.0,,,,,,,,,Bengaluru,3,1,0,Summer
2018-03-21 00:00:00+00:00,36700.0,,32.6,,38.1,,85.7,,5.0,,,,,,,,,Bengaluru,3,2,0,Summer
2018-03-22 00:00:00+00:00,44000.0,,86.1,,22.7,,86.3,,4.43,,,,,,,,,Bengaluru,3,3,0,Summer
2018-03-23 00:00:00+00:00,35400.0,,95.6,,37.8,,97.4,,5.0,,,,,,,,,Bengaluru,3,4,0,Summer
2018-03-24 00:00:00+00:00,28000.0,,24.7,,57.5,,73.8,,5.0,,,,,,,,,Bengaluru,3,5,1,Summer
2018-03-25 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,3,6,1,Summer
2018-03-26 00:00:00+00:00,88000.0,,,,74.0,,,,,,,,,,,,,Bengaluru,3,0,0,Summer
2018-03-27 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,3,1,0,Summer
2018-03-28 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,3,2,0,Summer
2018-03-29 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,3,3,0,Summer
2018-03-30 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,3,4,0,Summer
2018-03-31 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,3,5,1,Summer
2018-04-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,4,6,1,Summer
2018-04-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,4,0,0,Summer
2018-04-03 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,4,1,0,Summer
2018-04-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,4,2,0,Summer
2018-04-05 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,4,3,0,Summer
2018-04-06 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,4,4,0,Summer
2018-04-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,4,5,1,Summer
2018-04-08 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,4,6,1,Summer
2018-04-09 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,4,0,0,Summer
2018-04-10 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,4,1,0,Summer
2018-04-11 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,4,2,0,Summer
2018-04-12 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,4,3,0,Summer
2018-04-13 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,4,4,0,Summer
2018-04-14 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,4,5,1,Summer
2018-04-15 00:00:00+00:00,,,9.59,,,,,,,,,,,,,,,Bengaluru,4,6,1,Summer
2018-04-16 00:00:00+00:00,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,Bengaluru,4,0,0,Summer
2018-04-17 00:00:00+00:00,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,Bengaluru,4,1,0,Summer
2018-04-18 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,4,2,0,Summer
2018-04-19 00:00:00+00:00,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,Bengaluru,4,3,0,Summer
2018-04-20 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,4,4,0,Summer
2018-04-21 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,4,5,1,Summer
2018-04-22 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,4,6,1,Summer
2018-04-23 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,4,0,0,Summer
2018-04-24 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,4,1,0,Summer
2018-04-25 00:00:00+00:00,440.0,,24.6,,49.7,,49.7,,5.91,,,,,,,,,Bengaluru,4,2,0,Summer
2018-04-26 00:00:00+00:00,913.0,,18.7,,51.7,,31.1,,5.45,,,,,,,,,Bengaluru,4,3,0,Summer
2018-04-27 00:00:00+00:00,637.0,,24.2,,47.1,,47.3,,6.11,,,,,,,,,Bengaluru,4,4,0,Summer
2018-04-28 00:00:00+00:00,527.0,,28.9,,45.9,,57.9,,6.23,,,,,,,,,Bengaluru,4,5,1,Summer
2018-04-29 00:00:00+00:00,1590.0,,23.9,,48.7,,228.0,,7.87,,,,,,,,,Bengaluru,4,6,1,Summer
2018-04-30 00:00:00+00:00,489.0,,18.4,,49.5,,42.0,,6.55,,,,,,,,,Bengaluru,4,0,0,Summer
2018-05-01 00:00:00+00:00,551.0,,23.7,,41.2,,60.9,,23.6,,,,,,,,,Bengaluru,5,1,0,Summer
2018-05-02 00:00:00+00:00,488.0,,35.4,,47.2,,42.8,,6.43,,,,,,,,,Bengaluru,5,2,0,Summer
2018-05-03 00:00:00+00:00,736.0,,29.3,,43.3,,39.7,,6.72,,,,,,,,,Bengaluru,5,3,0,Summer
2018-05-04 00:00:00+00:00,580.0,,34.4,,38.4,,60.5,,4.3,,,,,,,,,Bengaluru,5,4,0,Summer
2018-05-05 00:00:00+00:00,556.0,,23.3,,44.9,,81.6,,5.94,,,,,,,,,Bengaluru,5,5,1,Summer
2018-05-06 00:00:00+00:00,717.0,,64.6,,31.5,,62.1,,5.39,,,,,,,,,Bengaluru,5,6,1,Summer
2018-05-07 00:00:00+00:00,609.0,,31.5,,32.3,,50.7,,6.67,,,,,,,,,Bengaluru,5,0,0,Summer
2018-05-08 00:00:00+00:00,601.0,,31.6,,56.4,,38.9,,5.85,,,,,,,,,Bengaluru,5,1,0,Summer
2018-05-09 00:00:00+00:00,482.0,,28.7,,39.6,,29.9,,5.22,,,,,,,,,Bengaluru,5,2,0,Summer
2018-05-10 00:00:00+00:00,529.0,,40.4,,23.7,,21.1,,5.46,,,,,,,,,Bengaluru,5,3,0,Summer
2018-05-11 00:00:00+00:00,648.0,,22.6,,40.7,,30.3,,4.47,,,,,,,,,Bengaluru,5,4,0,Summer
2018-05-12 00:00:00+00:00,484.0,,25.7,,46.9,,22.3,,5.46,,,,,,,,,Bengaluru,5,5,1,Summer
2018-05-13 00:00:00+00:00,860.0,,23.8,,31.2,,24.6,,8.08,,,,,,,,,Bengaluru,5,6,1,Summer
2018-05-14 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,5,0,0,Summer
2018-05-15 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,5,1,0,Summer
2018-05-16 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,5,2,0,Summer
2018-05-17 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,5,3,0,Summer
2018-05-18 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,5,4,0,Summer
2018-05-19 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,5,5,1,Summer
2018-05-20 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,5,6,1,Summer
2018-05-21 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,5,0,0,Summer
2018-05-22 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,5,1,0,Summer
2018-05-23 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,5,2,0,Summer
2018-05-24 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,5,3,0,Summer
2018-05-25 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,5,4,0,Summer
2018-05-26 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,5,5,1,Summer
2018-05-27 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,5,6,1,Summer
2018-05-28 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,5,0,0,Summer
2018-05-29 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,5,1,0,Summer
2018-05-30 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,5,2,0,Summer
2018-05-31 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,5,3,0,Summer
2018-06-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,4,0,Summer
2018-06-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,5,1,Summer
2018-06-03 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,6,1,Summer
2018-06-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,0,0,Summer
2018-06-05 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,1,0,Summer
2018-06-06 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,2,0,Summer
2018-06-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,3,0,Summer
2018-06-08 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,4,0,Summer
2018-06-09 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,5,1,Summer
2018-06-10 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,6,1,Summer
2018-06-11 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,0,0,Summer
2018-06-12 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,1,0,Summer
2018-06-13 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,2,0,Summer
2018-06-14 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,3,0,Summer
2018-06-15 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,4,0,Summer
2018-06-16 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,5,1,Summer
2018-06-17 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,6,1,Summer
2018-06-18 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,0,0,Summer
2018-06-19 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,1,0,Summer
2018-06-20 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,2,0,Summer
2018-06-21 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,3,0,Summer
2018-06-22 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,4,0,Summer
2018-06-23 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,5,1,Summer
2018-06-24 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,6,1,Summer
2018-06-25 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,0,0,Summer
2018-06-26 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,1,0,Summer
2018-06-27 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,2,0,Summer
2018-06-28 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,3,0,Summer
2018-06-29 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,4,0,Summer
2018-06-30 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,6,5,1,Summer
2018-07-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,6,1,Monsoon
2018-07-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,0,0,Monsoon
2018-07-03 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,1,0,Monsoon
2018-07-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,2,0,Monsoon
2018-07-05 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,3,0,Monsoon
2018-07-06 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,4,0,Monsoon
2018-07-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,5,1,Monsoon
2018-07-08 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,6,1,Monsoon
2018-07-09 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,0,0,Monsoon
2018-07-10 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,1,0,Monsoon
2018-07-11 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,2,0,Monsoon
2018-07-12 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,3,0,Monsoon
2018-07-13 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,4,0,Monsoon
2018-07-14 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,5,1,Monsoon
2018-07-15 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,6,1,Monsoon
2018-07-16 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,0,0,Monsoon
2018-07-17 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,1,0,Monsoon
2018-07-18 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,2,0,Monsoon
2018-07-19 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,3,0,Monsoon
2018-07-20 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,4,0,Monsoon
2018-07-21 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,5,1,Monsoon
2018-07-22 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,6,1,Monsoon
2018-07-23 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,0,0,Monsoon
2018-07-24 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,1,0,Monsoon
2018-07-25 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,2,0,Monsoon
2018-07-26 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,3,0,Monsoon
2018-07-27 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,4,0,Monsoon
2018-07-28 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,5,1,Monsoon
2018-07-29 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,6,1,Monsoon
2018-07-30 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,0,0,Monsoon
2018-07-31 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,7,1,0,Monsoon
2018-08-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,8,2,0,Monsoon
2018-08-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,8,3,0,Monsoon
2018-08-03 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,8,4,0,Monsoon
2018-08-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,8,5,1,Monsoon
2018-08-05 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,8,6,1,Monsoon
2018-08-06 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,8,0,0,Monsoon
2018-08-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,8,1,0,Monsoon
2018-08-08 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,8,2,0,Monsoon
2018-08-09 00:00:00+00:00,,,,,,,,,,,,,,,,,,Bengaluru,8,3,0,Monsoon
2018-08-10 00:00:00+00:00,888.0,,15.4,,12.2,,75.8,,5.79,,,,,,,,,Bengaluru,8,4,0,Monsoon
2018-08-11 00:00:00+00:00,569.0,,23.2,,15.0,,4.83,,4.11,,,,,,,,,Bengaluru,8,5,1,Monsoon
2018-08-12 00:00:00+00:00,536.0,,12.5,,15.0,,5.98,,4.92,,,,,,,,,Bengaluru,8,6,1,Monsoon
2018-08-13 00:00:00+00:00,536.0,,26.4,,13.4,,3.51,,3.85,,,,,,,,,Bengaluru,8,0,0,Monsoon
2018-08-14 00:00:00+00:00,587.0,,10.2,,15.8,,15.0,,3.63,,,,,,,,,Bengaluru,8,1,0,Monsoon
2018-08-15 00:00:00+00:00,444.0,,6.96,,20.4,,5.34,,4.94,,,,,,,,,Bengaluru,8,2,0,Monsoon
2018-08-16 00:00:00+00:00,589.0,,10.9,,17.9,,10.6,,6.74,,,,,,,,,Bengaluru,8,3,0,Monsoon
2018-08-17 00:00:00+00:00,511.0,,49.0,,18.5,,12.7,,10.5,,,,,,,,,Bengaluru,8,4,0,Monsoon
2018-08-18 00:00:00+00:00,552.0,,10.7,,20.6,,12.0,,9.82,,,,,,,,,Bengaluru,8,5,1,Monsoon
2018-08-19 00:00:00+00:00,557.0,,15.5,,20.1,,11.8,,9.41,,,,,,,,,Bengaluru,8,6,1,Monsoon
2018-08-20 00:00:00+00:00,534.0,,10.7,,19.3,,11.9,,9.44,,,,,,,,,Bengaluru,8,0,0,Monsoon
2018-08-21 00:00:00+00:00,458.0,,11.0,,21.8,,11.0,,10.2,,,,,,,,,Bengaluru,8,1,0,Monsoon
2018-08-22 00:00:00+00:00,474.0,,11.7,,15.7,,11.3,,9.75,,,,,,,,,Bengaluru,8,2,0,Monsoon
2018-08-23 00:00:00+00:00,571.0,,12.1,,16.4,,11.6,,9.42,,,,,,,,,Bengaluru,8,3,0,Monsoon
2018-08-24 00:00:00+00:00,473.0,,12.5,,13.3,,12.2,,9.61,,,,,,,,,Bengaluru,8,4,0,Monsoon
2018-08-25 00:00:00+00:00,1180.0,,10.4,,15.9,,12.1,,10.1,,,,,,,,,Bengaluru,8,5,1,Monsoon
2018-08-26 00:00:00+00:00,560.0,,11.1,,13.2,,12.0,,10.2,,,,,,,,,Bengaluru,8,6,1,Monsoon
2018-08-27 00:00:00+00:00,769.0,,10.9,,13.7,,12.2,,10.1,,,,,,,,,Bengaluru,8,0,0,Monsoon
2018-08-28 00:00:00+00:00,716.0,,9.72,,13.0,,11.8,,9.95,,,,,,,,,Bengaluru,8,1,0,Monsoon
2018-08-29 00:00:00+00:00,583.0,,12.7,,12.6,,11.9,,9.55,,,,,,,,,Bengaluru,8,2,0,Monsoon
2018-08-30 00:00:00+00:00,511.0,,81.5,,11.2,,13.0,,10.4,,,,,,,,,Bengaluru,8,3,0,Monsoon
2018-08-31 00:00:00+00:00,546.0,,6.01,,15.2,,12.1,,9.79,,,,,,,,,Bengaluru,8,4,0,Monsoon
2018-09-01 00:00:00+00:00,552.0,,6.31,,18.4,,12.1,,9.9,,,,,,,,,Bengaluru,9,5,1,Monsoon
2018-09-02 00:00:00+00:00,598.0,,6.0,,17.2,,12.4,,9.7,,,,,,,,,Bengaluru,9,6,1,Monsoon
2018-09-03 00:00:00+00:00,513.0,,16.8,,17.6,,69.8,,9.63,,,,,,,,,Bengaluru,9,0,0,Monsoon
2018-09-04 00:00:00+00:00,517.0,,17.7,,20.3,,10.6,,9.88,,,,,,,,,Bengaluru,9,1,0,Monsoon
2018-09-05 00:00:00+00:00,502.0,,17.8,,20.7,,41.3,,8.99,,,,,,,,,Bengaluru,9,2,0,Monsoon
2018-09-06 00:00:00+00:00,504.0,,14.7,,21.3,,16.8,,8.54,,,,,,,,,Bengaluru,9,3,0,Monsoon
2018-09-07 00:00:00+00:00,507.0,,18.5,,19.5,,12.5,,9.27,,,,,,,,,Bengaluru,9,4,0,Monsoon
2018-09-08 00:00:00+00:00,517.0,,12.5,,29.9,,,,9.89,,,,,,,,,Bengaluru,9,5,1,Monsoon
2018-09-09 00:00:00+00:00,490.0,,17.2,,27.8,,,,9.62,,,,,,,,,Bengaluru,9,6,1,Monsoon
2018-09-10 00:00:00+00:00,503.0,,11.3,,31.8,,,,9.9,,,,,,,,,Bengaluru,9,0,0,Monsoon
2018-09-11 00:00:00+00:00,484.0,,26.0,,27.0,,,,9.95,,,,,,,,,Bengaluru,9,1,0,Monsoon
2018-09-12 00:00:00+00:00,521.0,,60.9,,19.7,,41.1,,9.76,,,,,,,,,Bengaluru,9,2,0,Monsoon
2018-09-13 00:00:00+00:00,535.0,,18.9,,30.9,,8.32,,9.54,,,,,,,,,Bengaluru,9,3,0,Monsoon
2018-09-14 00:00:00+00:00,451.0,,15.7,,11.3,,8.21,,10.6,,,,,,,,,Bengaluru,9,4,0,Monsoon
2018-09-15 00:00:00+00:00,478.0,,,,15.5,,17.1,,9.56,,,,,,,,,Bengaluru,9,5,1,Monsoon
2018-09-16 00:00:00+00:00,469.0,,56.9,,11.3,,11.6,,9.64,,,,,,,,,Bengaluru,9,6,1,Monsoon
2018-09-17 00:00:00+00:00,547.0,,20.5,,12.6,,9.69,,10.1,,,,,,,,,Bengaluru,9,0,0,Monsoon
2018-09-18 00:00:00+00:00,510.0,,35.7,,16.5,,8.94,,10.4,,,,,,,,,Bengaluru,9,1,0,Monsoon
2018-09-19 00:00:00+00:00,522.0,,147.0,,15.4,,21.0,,9.95,,,,,,,,,Bengaluru,9,2,0,Monsoon
2018-09-20 00:00:00+00:00,531.0,,52.2,,14.8,,20.9,,10.0,,,,,,,,,Bengaluru,9,3,0,Monsoon
2018-09-21 00:00:00+00:00,501.0,,20.3,,17.9,,16.3,,9.8,,,,,,,,,Bengaluru,9,4,0,Monsoon
2018-09-22 00:00:00+00:00,455.0,,21.8,,21.9,,18.0,,9.63,,,,,,,,,Bengaluru,9,5,1,Monsoon
2018-09-23 00:00:00+00:00,471.0,,26.9,,22.9,,14.7,,10.1,,,,,,,,,Bengaluru,9,6,1,Monsoon
2018-09-24 00:00:00+00:00,563.0,,38.2,,18.2,,17.6,,9.94,,,,,,,,,Bengaluru,9,0,0,Monsoon
2018-09-25 00:00:00+00:00,520.0,,30.6,,19.3,,18.8,,9.78,,,,,,,,,Bengaluru,9,1,0,Monsoon
2018-09-26 00:00:00+00:00,534.0,,24.7,,18.7,,17.4,,9.57,,,,,,,,,Bengaluru,9,2,0,Monsoon
2018-09-27 00:00:00+00:00,482.0,,14.9,,15.7,,15.7,,10.3,,,,,,,,,Bengaluru,9,3,0,Monsoon
2018-09-28 00:00:00+00:00,508.0,,14.2,,12.3,,11.8,,10.9,,,,,,,,,Bengaluru,9,4,0,Monsoon
2018-09-29 00:00:00+00:00,498.0,,15.9,,13.9,,49.3,,9.96,,,,,,,,,Bengaluru,9,5,1,Monsoon
2018-09-30 00:00:00+00:00,454.0,,12.1,,12.8,,12.6,,10.7,,,,,,,,,Bengaluru,9,6,1,Monsoon
2018-10-01 00:00:00+00:00,440.0,,9.7,,10.9,,9.4,,11.1,,,,,,,,,Bengaluru,10,0,0,Post-Monsoon
2018-10-02 00:00:00+00:00,507.0,,10.4,,12.9,,12.5,,10.2,,,,,,,,,Bengaluru,10,1,0,Post-Monsoon
2018-10-03 00:00:00+00:00,457.0,,10.5,,12.2,,11.2,,11.0,,,,,,,,,Bengaluru,10,2,0,Post-Monsoon
2018-10-04 00:00:00+00:00,499.0,,9.67,,12.3,,10.2,,10.9,,,,,,,,,Bengaluru,10,3,0,Post-Monsoon
2018-10-05 00:00:00+00:00,480.0,,11.1,,13.0,,8.96,,10.9,,,,,,,,,Bengaluru,10,4,0,Post-Monsoon
2018-10-06 00:00:00+00:00,469.0,,9.85,,14.1,,12.2,,10.5,,,,,,,,,Bengaluru,10,5,1,Post-Monsoon
2018-10-07 00:00:00+00:00,493.0,,21.6,,14.5,,19.6,,9.23,,,,,,,,,Bengaluru,10,6,1,Post-Monsoon
2018-10-08 00:00:00+00:00,597.0,,33.1,,10.9,,17.5,,8.93,,,,,,,,,Bengaluru,10,0,0,Post-Monsoon
2018-10-09 00:00:00+00:00,650.0,,36.5,,14.1,,23.9,,9.16,,,,,,,,,Bengaluru,10,1,0,Post-Monsoon
2018-10-10 00:00:00+00:00,672.0,,44.6,,15.4,,32.2,,7.04,,,,,,,,,Bengaluru,10,2,0,Post-Monsoon
2018-10-11 00:00:00+00:00,674.0,,43.4,,15.8,,29.5,,7.73,,,,,,,,,Bengaluru,10,3,0,Post-Monsoon
2018-10-12 00:00:00+00:00,622.0,,27.8,,23.6,,32.9,,7.29,,,,,,,,,Bengaluru,10,4,0,Post-Monsoon
2018-10-13 00:00:00+00:00,524.0,,16.3,,26.9,,27.2,,8.66,,,,,,,,,Bengaluru,10,5,1,Post-Monsoon
2018-10-14 00:00:00+00:00,435.0,,8.01,,23.9,,18.7,,10.5,,,,,,,,,Bengaluru,10,6,1,Post-Monsoon
2018-10-15 00:00:00+00:00,483.0,,61.8,,25.6,,20.3,,9.17,,,,,,,,,Bengaluru,10,0,0,Post-Monsoon
2018-10-16 00:00:00+00:00,514.0,,19.0,,13.2,,13.0,,9.37,,,,,,,,,Bengaluru,10,1,0,Post-Monsoon
2018-10-17 00:00:00+00:00,493.0,,26.5,,11.5,,11.6,,10.2,,,,,,,,,Bengaluru,10,2,0,Post-Monsoon
2018-10-18 00:00:00+00:00,509.0,,14.3,,18.5,,14.7,,9.07,,,,,,,,,Bengaluru,10,3,0,Post-Monsoon
2018-10-19 00:00:00+00:00,756.0,,21.8,,17.2,,16.8,,37.7,,,,,,,,,Bengaluru,10,4,0,Post-Monsoon
2018-10-20 00:00:00+00:00,695.0,,33.5,,24.5,,23.6,,7.07,,,,,,,,,Bengaluru,10,5,1,Post-Monsoon
2018-10-21 00:00:00+00:00,2250.0,,21.1,,31.8,,19.5,,26.0,,,,,,,,,Bengaluru,10,6,1,Post-Monsoon
2018-10-22 00:00:00+00:00,1480.0,,43.6,,33.1,,24.7,,14.3,,,,,,,,,Bengaluru,10,0,0,Post-Monsoon
2018-10-23 00:00:00+00:00,1040.0,,62.4,,36.4,,27.3,,1.93,,,,,,,,,Bengaluru,10,1,0,Post-Monsoon
2018-10-24 00:00:00+00:00,633.0,,39.9,,37.0,,27.4,,1.62,,,,,,,,,Bengaluru,10,2,0,Post-Monsoon
2018-10-25 00:00:00+00:00,724.0,,41.6,,38.8,,27.8,,2.23,,,,,,,,,Bengaluru,10,3,0,Post-Monsoon
