date,co,no,no2,nox,o3,pm10,pm25,relativehumidity,so2,temperature,wind_direction,wind_speed,temp_max,temp_min,precipitation,wind_speed_max,humidity_max,city,month,day_of_week,is_weekend,season
2024-03-18 00:00:00+00:00,,,,,,,,,,,,,34.8,19.45,0.0,15.856354,84.66812,Bengaluru,3,0,0,Summer
2024-03-19 00:00:00+00:00,,,,,,,,,,,,,34.5,20.0,0.0,20.288164,75.3184,Bengaluru,3,1,0,Summer
2024-03-20 00:00:00+00:00,,,,,,,,,,,,,35.1,19.85,0.0,19.33639,88.3245,Bengaluru,3,2,0,Summer
2024-03-21 00:00:00+00:00,,,,,,,,,,,,,32.8,19.9,0.0,19.586117,94.55836,Bengaluru,3,3,0,Summer
2024-03-22 00:00:00+00:00,,,,,,,,,,,,,34.0,19.75,0.0,15.596767,92.81635,Bengaluru,3,4,0,Summer
2024-03-23 00:00:00+00:00,,,,,,,,,,,,,34.7,19.35,0.0,18.03237,96.93817,Bengaluru,3,5,1,Summer
2024-03-24 00:00:00+00:00,,,,,,,,,,,,,34.9,19.4,0.0,16.78156,79.26089,Bengaluru,3,6,1,Summer
2024-03-25 00:00:00+00:00,,,,,,,,,,,,,35.2,18.7,0.0,19.829433,90.156296,Bengaluru,3,0,0,Summer
2024-03-26 00:00:00+00:00,,,,,,,,,,,,,35.25,19.35,0.0,20.06334,84.12131,Bengaluru,3,1,0,Summer
2024-03-27 00:00:00+00:00,,,,,,,,,,,,,34.7,18.85,0.0,19.8,88.56021,Bengaluru,3,2,0,Summer
2024-03-28 00:00:00+00:00,,,,,,,,,,,,,35.15,19.95,0.0,16.808569,94.88221,Bengaluru,3,3,0,Summer
2024-03-29 00:00:00+00:00,,,,,,,,,,,,,35.65,20.65,0.0,18.775301,81.14969,Bengaluru,3,4,0,Summer
2024-03-30 00:00:00+00:00,,,,,,,,,,,,,35.7,20.5,0.0,18.129137,66.08212,Bengaluru,3,5,1,Summer
2024-03-31 00:00:00+00:00,,,,,,,,,,,,,35.5,19.9,0.0,15.273505,91.67327,Bengaluru,3,6,1,Summer
2024-04-01 00:00:00+00:00,,,,,,,,,,,,,35.9,20.1,0.0,13.779114,92.81367,Bengaluru,4,0,0,Summer
2024-04-02 00:00:00+00:00,,,,,,,,,,,,,36.55,21.85,0.0,18.888851,87.16322,Bengaluru,4,1,0,Summer
2024-04-03 00:00:00+00:00,,,,,,,,,,,,,36.7,21.75,0.0,18.782204,71.96192,Bengaluru,4,2,0,Summer
2024-04-04 00:00:00+00:00,,,,,,,,,,,,,36.45,21.95,0.0,16.1198,77.36758,Bengaluru,4,3,0,Summer
2024-04-05 00:00:00+00:00,,,,,,,,,,,,,37.25,21.75,0.0,18.486622,66.78406,Bengaluru,4,4,0,Summer
2024-04-06 00:00:00+00:00,,,,,,,,,,,,,37.3,20.8,0.0,20.316889,71.08297,Bengaluru,4,5,1,Summer
2024-04-07 00:00:00+00:00,,,,,,,,,,,,,37.0,21.25,0.0,18.289274,56.91897,Bengaluru,4,6,1,Summer
2024-04-08 00:00:00+00:00,,,,,,,,,,,,,37.0,21.15,0.0,21.261345,67.84005,Bengaluru,4,0,0,Summer
2024-04-09 00:00:00+00:00,,,,,,,,,,,,,35.45,21.2,0.0,17.76081,77.45317,Bengaluru,4,1,0,Summer
2024-04-10 00:00:00+00:00,,,,,,,,,,,,,35.55,20.65,0.0,18.11841,88.09541,Bengaluru,4,2,0,Summer
2024-04-11 00:00:00+00:00,,,,,,,,,,,,,35.65,20.5,0.0,22.59699,91.115425,Bengaluru,4,3,0,Summer
2024-04-12 00:00:00+00:00,,,,,,,,,,,,,34.65,21.75,0.0,22.104116,91.508446,Bengaluru,4,4,0,Summer
2024-04-13 00:00:00+00:00,,,,,,,,,,,,,34.95,21.2,0.0,27.14123,92.87134,Bengaluru,4,5,1,Summer
2024-04-14 00:00:00+00:00,,,,,,,,,,,,,35.25,20.2,0.0,19.523155,89.40124,Bengaluru,4,6,1,Summer
2024-04-15 00:00:00+00:00,,,,,,,,,,,,,35.8,20.4,0.0,19.523155,85.03748,Bengaluru,4,0,0,Summer
2024-04-16 00:00:00+00:00,,,,,,,,,,,,,36.0,19.8,0.0,18.532135,88.81038,Bengaluru,4,1,0,Summer
2024-04-17 00:00:00+00:00,,,,,,,,,,,,,37.3,22.5,0.0,18.218275,66.80459,Bengaluru,4,2,0,Summer
2024-04-18 00:00:00+00:00,,,,,,,,,,,,,37.5,22.5,0.0,17.388409,77.972916,Bengaluru,4,3,0,Summer
2024-04-19 00:00:00+00:00,,,,,,,,,,,,,37.9,23.75,0.0,16.516901,81.796394,Bengaluru,4,4,0,Summer
2024-04-20 00:00:00+00:00,,,,,,,,,,,,,37.4,23.15,0.0,17.64,71.86937,Bengaluru,4,5,1,Summer
2024-04-21 00:00:00+00:00,,,,,,,,,,,,,36.9,23.1,0.0,18.837322,73.11418,Bengaluru,4,6,1,Summer
2024-04-22 00:00:00+00:00,,,,,,,,,,,,,37.65,22.55,0.0,17.654688,70.96002,Bengaluru,4,0,0,Summer
2024-04-23 00:00:00+00:00,,,,,,,,,,,,,37.3,22.0,0.0,18.79255,72.5697,Bengaluru,4,1,0,Summer
2024-04-24 00:00:00+00:00,,,,,,,,,,,,,36.8,22.1,0.0,19.08,72.09669,Bengaluru,4,2,0,Summer
2024-04-25 00:00:00+00:00,,,,,,,,,,,,,37.6,22.35,0.0,23.000591,70.39127,Bengaluru,4,3,0,Summer
2024-04-26 00:00:00+00:00,,,,,,,,,,,,,37.0,21.6,0.0,19.09358,75.118164,Bengaluru,4,4,0,Summer
2024-04-27 00:00:00+00:00,,,,,,,,,,,,,37.5,21.4,0.0,17.782686,73.392784,Bengaluru,4,5,1,Summer
2024-04-28 00:00:00+00:00,,,,,,,,,,,,,38.6,22.2,0.0,18.888851,76.000946,Bengaluru,4,6,1,Summer
2024-04-29 00:00:00+00:00,,,,,,,,,,,,,38.1,23.7,0.0,16.263872,77.10416,Bengaluru,4,0,0,Summer
2024-04-30 00:00:00+00:00,,,,,,,,,,,,,38.45,23.6,0.0,15.778516,85.36857,Bengaluru,4,1,0,Summer
2024-05-01 00:00:00+00:00,,,,,,,,,,,,,39.5,23.05,0.0,18.581022,89.14877,Bengaluru,5,2,0,Summer
2024-05-02 00:00:00+00:00,,,,,,,,,,,,,37.85,24.4,0.1,17.373497,86.050705,Bengaluru,5,3,0,Summer
2024-05-03 00:00:00+00:00,,,,,,,,,,,,,37.6,23.05,2.0,18.532135,95.8428,Bengaluru,5,4,0,Summer
2024-05-04 00:00:00+00:00,,,,,,,,,,,,,37.7,22.85,0.3,19.829433,99.100815,Bengaluru,5,5,1,Summer
2024-05-05 00:00:00+00:00,,,,,,,,,,,,,37.2,22.95,0.0,17.0763,90.23673,Bengaluru,5,6,1,Summer
2024-05-06 00:00:00+00:00,,,,,,,,,,,,,38.85,23.05,0.2,12.605142,86.432755,Bengaluru,5,0,0,Summer
2024-05-07 00:00:00+00:00,,,,,,,,,,,,,35.65,21.9,9.0,19.469975,91.48694,Bengaluru,5,1,0,Summer
2024-05-08 00:00:00+00:00,,,,,,,,,,,,,33.65,21.55,0.2,12.6462,92.60315,Bengaluru,5,2,0,Summer
2024-05-09 00:00:00+00:00,,,,,,,,,,,,,33.15,22.2,2.7999997,12.074766,85.755714,Bengaluru,5,3,0,Summer
2024-05-10 00:00:00+00:00,,,,,,,,,,,,,32.75,21.35,4.8,11.983188,89.76689,Bengaluru,5,4,0,Summer
2024-05-11 00:00:00+00:00,,,,,,,,,,,,,33.85,21.95,0.4,18.58451,90.930534,Bengaluru,5,5,1,Summer
2024-05-12 00:00:00+00:00,,,,,,,,,,,,,31.6,20.65,9.7,17.057314,96.66163,Bengaluru,5,6,1,Summer
2024-05-13 00:00:00+00:00,,,,,,,,,,,,,32.55,20.25,0.70000005,16.645864,97.55491,Bengaluru,5,0,0,Summer
2024-05-14 00:00:00+00:00,,,,,,,,,,,,,29.65,21.4,15.600002,10.365251,94.34359,Bengaluru,5,1,0,Summer
2024-05-15 00:00:00+00:00,,,,,,,,,,,,,32.25,20.95,2.6999998,20.929596,96.38193,Bengaluru,5,2,0,Summer
2024-05-16 00:00:00+00:00,,,,,,,,,,,,,26.85,21.0,8.8,12.287555,97.872086,Bengaluru,5,3,0,Summer
2024-05-17 00:00:00+00:00,,,,,,,,,,,,,29.3,21.2,4.7,12.6462,99.388374,Bengaluru,5,4,0,Summer
2024-05-18 00:00:00+00:00,,,,,,,,,,,,,29.25,21.25,20.300001,17.727943,99.083824,Bengaluru,5,5,1,Summer
2024-05-19 00:00:00+00:00,,,,,,,,,,,,,29.45,21.45,12.000002,9.3876505,98.49017,Bengaluru,5,6,1,Summer
2024-05-20 00:00:00+00:00,,,,,,,,,,,,,27.75,20.9,24.699999,15.937878,99.69516,Bengaluru,5,0,0,Summer
2024-05-21 00:00:00+00:00,,,,,,,,,,,,,29.45,21.15,18.5,16.09969,98.78095,Bengaluru,5,1,0,Summer
2024-05-22 00:00:00+00:00,,,,,,,,,,,,,29.55,20.95,4.5,18.79255,99.09441,Bengaluru,5,2,0,Summer
2024-05-23 00:00:00+00:00,,,,,,,,,,,,,31.7,20.55,0.9,14.77755,100.0,Bengaluru,5,3,0,Summer
2024-05-24 00:00:00+00:00,,,,,,,,,,,,,30.35,21.65,4.9,15.03835,99.086586,Bengaluru,5,4,0,Summer
2024-05-25 00:00:00+00:00,,,,,,,,,,,,,29.25,21.75,0.0,21.24,97.29677,Bengaluru,5,5,1,Summer
2024-05-26 00:00:00+00:00,,,,,,,,,,,,,29.55,20.8,0.8,25.862436,88.06144,Bengaluru,5,6,1,Summer
2024-05-27 00:00:00+00:00,,,,,,,,,,,,,30.85,20.55,0.0,23.499481,92.0385,Bengaluru,5,0,0,Summer
2024-05-28 00:00:00+00:00,,,,,,,,,,,,,32.2,20.8,0.3,20.633371,94.887886,Bengaluru,5,1,0,Summer
2024-05-29 00:00:00+00:00,,,,,,,,,,,,,32.3,20.5,0.3,21.24305,97.25812,Bengaluru,5,2,0,Summer
2024-05-30 00:00:00+00:00,,,,,,,,,,,,,32.2,21.25,2.8,15.876775,95.21761,Bengaluru,5,3,0,Summer
2024-05-31 00:00:00+00:00,,,,,,,,,,,,,32.3,21.5,2.0,16.992609,99.69628,Bengaluru,5,4,0,Summer
2024-06-01 00:00:00+00:00,,,,,,,,,,,,,32.35,22.3,36.0,14.168641,99.69623,Bengaluru,6,5,1,Summer
2024-06-02 00:00:00+00:00,,,,,,,,,,,,,30.85,22.15,9.4,13.450708,97.30278,Bengaluru,6,6,1,Summer
2024-06-03 00:00:00+00:00,,,,,,,,,,,,,28.5,21.4,4.7,11.631956,97.87606,Bengaluru,6,0,0,Summer
2024-06-04 00:00:00+00:00,,,,,,,,,,,,,29.35,21.25,4.7,12.904882,98.47712,Bengaluru,6,1,0,Summer
2024-06-05 00:00:00+00:00,,,,,,,,,,,,,27.45,21.0,15.9,12.181625,98.785515,Bengaluru,6,2,0,Summer
2024-06-06 00:00:00+00:00,,,,,,,,,,,,,28.05,21.3,8.599999,18.668005,99.08553,Bengaluru,6,3,0,Summer
2024-06-07 00:00:00+00:00,,,,,,,,,,,,,27.1,20.7,5.4999995,23.166218,98.47769,Bengaluru,6,4,0,Summer
2024-06-08 00:00:00+00:00,,,,,,,,,,,,,28.8,20.65,2.2,22.065973,98.16812,Bengaluru,6,5,1,Summer
2024-06-09 00:00:00+00:00,,,,,,,,,,,,,27.5,20.55,2.3,27.055143,96.65914,Bengaluru,6,6,1,Summer
2024-06-10 00:00:00+00:00,,,,,,,,,,,,,27.9,20.7,4.3999996,26.836306,93.72812,Bengaluru,6,0,0,Summer
2024-06-11 00:00:00+00:00,,,,,,,,,,,,,28.75,20.6,1.1,27.117346,97.86967,Bengaluru,6,1,0,Summer
2024-06-12 00:00:00+00:00,,,,,,,,,,,,,27.55,20.05,4.1,23.219301,97.26123,Bengaluru,6,2,0,Summer
2024-06-13 00:00:00+00:00,,,,,,,,,,,,,29.0,20.25,7.8999996,22.346113,98.46618,Bengaluru,6,3,0,Summer
2024-06-14 00:00:00+00:00,,,,,,,,,,,,,28.75,19.55,0.1,20.991426,97.84635,Bengaluru,6,4,0,Summer
2024-06-15 00:00:00+00:00,,,,,,,,,,,,,29.65,19.4,0.0,18.331741,98.1494,Bengaluru,6,5,1,Summer
2024-06-16 00:00:00+00:00,,,,,,,,,,,,,29.3,19.75,1.8000001,21.046917,95.17853,Bengaluru,6,6,1,Summer
2024-06-17 00:00:00+00:00,,,,,,,,,,,,,29.85,20.2,1.1,17.595861,97.26017,Bengaluru,6,0,0,Summer
2024-06-18 00:00:00+00:00,,,,,,,,,,,,,29.05,20.45,2.7999997,23.400002,98.167404,Bengaluru,6,1,0,Summer
2024-06-19 00:00:00+00:00,,,,,,,,,,,,,29.15,20.25,7.2,18.416384,98.77079,Bengaluru,6,2,0,Summer
2024-06-20 00:00:00+00:00,,,,,,,,,,,,,28.0,19.7,2.2999997,21.758419,98.45922,Bengaluru,6,3,0,Summer
2024-06-21 00:00:00+00:00,,,,,,,,,,,,,29.4,19.95,2.5,22.3229,96.94504,Bengaluru,6,4,0,Summer
2024-06-22 00:00:00+00:00,,,,,,,,,,,,,27.7,20.05,1.5,21.791153,97.55123,Bengaluru,6,5,1,Summer
2024-06-23 00:00:00+00:00,,,,,,,,,,,,,28.25,20.35,1.6,21.96,95.16601,Bengaluru,6,6,1,Summer
2024-06-24 00:00:00+00:00,,,,,,,,,,,,,29.65,20.45,3.6,23.749088,93.711975,Bengaluru,6,0,0,Summer
2024-06-25 00:00:00+00:00,,,,,,,,,,,,,27.45,20.85,2.4,28.948118,93.74877,Bengaluru,6,1,0,Summer
2024-06-26 00:00:00+00:00,,,,,,,,,,,,,27.55,20.7,2.1000001,30.911821,95.76986,Bengaluru,6,2,0,Summer
2024-06-27 00:00:00+00:00,,,,,,,,,,,,,24.9,20.2,6.499999,31.311722,96.66033,Bengaluru,6,3,0,Summer
2024-06-28 00:00:00+00:00,,,,,,,,,,,,,29.05,19.9,1.1,25.620771,98.767586,Bengaluru,6,4,0,Summer
2024-06-29 00:00:00+00:00,,,,,,,,,,,,,29.7,20.25,1.7,21.068459,99.38373,Bengaluru,6,5,1,Summer
2024-06-30 00:00:00+00:00,,,,,,,,,,,,,28.35,20.35,4.0,19.05281,98.771736,Bengaluru,6,6,1,Summer
2024-07-01 00:00:00+00:00,,,,,,,,,,,,,27.6,20.1,7.0999994,22.104116,97.85524,Bengaluru,7,0,0,Monsoon
2024-07-02 00:00:00+00:00,,,,,,,,,,,,,29.25,19.95,0.2,25.40743,100.0,Bengaluru,7,1,0,Monsoon
2024-07-03 00:00:00+00:00,,,,,,,,,,,,,28.9,19.95,6.8,20.345573,98.768036,Bengaluru,7,2,0,Monsoon
2024-07-04 00:00:00+00:00,,,,,,,,,,,,,26.55,20.15,4.4,19.416653,96.94961,Bengaluru,7,3,0,Monsoon
2024-07-05 00:00:00+00:00,,,,,,,,,,,,,29.35,20.25,12.899999,19.959719,97.86088,Bengaluru,7,4,0,Monsoon
2024-07-06 00:00:00+00:00,,,,,,,,,,,,,26.25,20.05,0.1,27.684914,97.24988,Bengaluru,7,5,1,Monsoon
2024-07-07 00:00:00+00:00,,,,,,,,,,,,,28.5,20.4,0.9,25.282152,95.16784,Bengaluru,7,6,1,Monsoon
2024-07-08 00:00:00+00:00,,,,,,,,,,,,,27.65,20.05,7.1,22.26477,97.255035,Bengaluru,7,0,0,Monsoon
2024-07-09 00:00:00+00:00,,,,,,,,,,,,,28.4,19.55,0.6,22.530937,96.94504,Bengaluru,7,1,0,Monsoon
2024-07-10 00:00:00+00:00,,,,,,,,,,,,,29.3,19.5,8.400001,18.486622,98.4685,Bengaluru,7,2,0,Monsoon
2024-07-11 00:00:00+00:00,,,,,,,,,,,,,26.7,19.8,0.8000001,18.359999,99.38327,Bengaluru,7,3,0,Monsoon
2024-07-12 00:00:00+00:00,,,,,,,,,,,,,29.15,19.8,27.4,26.299719,98.766655,Bengaluru,7,4,0,Monsoon
2024-07-13 00:00:00+00:00,,,,,,,,,,,,,25.65,20.35,1.3000001,27.757376,96.65411,Bengaluru,7,5,1,Monsoon
2024-07-14 00:00:00+00:00,,,,,,,,,,,,,26.6,20.4,1.6,27.722336,95.47883,Bengaluru,7,6,1,Monsoon
2024-07-15 00:00:00+00:00,,,,,,,,,,,,,25.75,20.2,26.099998,26.654589,96.057945,Bengaluru,7,0,0,Monsoon
2024-07-16 00:00:00+00:00,,,,,,,,,,,,,24.15,19.95,10.1,28.883131,96.94848,Bengaluru,7,1,0,Monsoon
2024-07-17 00:00:00+00:00,,,,,,,,,,,,,25.7,19.85,6.2999988,30.190672,97.24473,Bengaluru,7,2,0,Monsoon
2024-07-18 00:00:00+00:00,,,,,,,,,,,,,25.75,20.35,10.299999,32.409996,96.05938,Bengaluru,7,3,0,Monsoon
2024-07-19 00:00:00+00:00,,,,,,,,,,,,,22.8,19.7,12.600001,27.952787,95.73825,Bengaluru,7,4,0,Monsoon
2024-07-20 00:00:00+00:00,,,,,,,,,,,,,24.85,19.95,1.3,31.845247,93.11646,Bengaluru,7,5,1,Monsoon
2024-07-21 00:00:00+00:00,,,,,,,,,,,,,27.2,20.45,1.2000002,33.3559,93.41171,Bengaluru,7,6,1,Monsoon
2024-07-22 00:00:00+00:00,,,,,,,,,,,,,27.65,20.55,1.3000001,31.259945,88.36198,Bengaluru,7,0,0,Monsoon
2024-07-23 00:00:00+00:00,,,,,,,,,,,,,27.15,20.5,1.8,29.88,91.4,Bengaluru,7,1,0,Monsoon
2024-07-24 00:00:00+00:00,,,,,,,,,,,,,26.85,20.4,1.7,29.986076,93.99448,Bengaluru,7,2,0,Monsoon
2024-07-25 00:00:00+00:00,,,,,,,,,,,,,26.8,20.5,4.8999996,35.705395,94.289154,Bengaluru,7,3,0,Monsoon
2024-07-26 00:00:00+00:00,,,,,,,,,,,,,26.65,20.9,3.0000002,34.454838,92.58154,Bengaluru,7,4,0,Monsoon
2024-07-27 00:00:00+00:00,,,,,,,,,,,,,27.4,20.65,0.3,35.178837,88.60926,Bengaluru,7,5,1,Monsoon
2024-07-28 00:00:00+00:00,,,,,,,,,,,,,27.25,20.45,0.1,33.487743,86.70891,Bengaluru,7,6,1,Monsoon
2024-07-29 00:00:00+00:00,,,,,,,,,,,,,27.75,20.55,5.9999995,29.275326,97.86408,Bengaluru,7,0,0,Monsoon
2024-07-30 00:00:00+00:00,,,,,,,,,,,,,22.8,19.95,11.800001,23.263912,97.876854,Bengaluru,7,1,0,Monsoon
2024-07-31 00:00:00+00:00,,,,,,,,,,,,,26.85,19.95,10.7,22.065973,99.07582,Bengaluru,7,2,0,Monsoon
2024-08-01 00:00:00+00:00,,,,,,,,,,,,,27.6,20.3,9.200002,25.264202,99.38445,Bengaluru,8,3,0,Monsoon
2024-08-02 00:00:00+00:00,,,,,,,,,,,,,26.9,19.75,4.2999997,25.071096,99.07929,Bengaluru,8,4,0,Monsoon
2024-08-03 00:00:00+00:00,,,,,,,,,,,,,27.55,19.4,8.5,24.29133,99.07092,Bengaluru,8,5,1,Monsoon
2024-08-04 00:00:00+00:00,,,,,,,,,,,,,28.0,19.15,1.0,20.969805,99.06915,Bengaluru,8,6,1,Monsoon
2024-08-05 00:00:00+00:00,,,,,,,,,,,,,27.6,19.15,3.8999994,16.071491,99.383514,Bengaluru,8,0,0,Monsoon
2024-08-06 00:00:00+00:00,,,,,,,,,,,,,25.45,20.35,12.900001,15.158522,99.38489,Bengaluru,8,1,0,Monsoon
2024-08-07 00:00:00+00:00,,,,,,,,,,,,,25.0,19.45,4.7,17.294992,99.691444,Bengaluru,8,2,0,Monsoon
2024-08-08 00:00:00+00:00,,,,,,,,,,,,,27.25,19.65,13.700001,16.904673,98.15639,Bengaluru,8,3,0,Monsoon
2024-08-09 00:00:00+00:00,,,,,,,,,,,,,27.9,19.7,11.3,17.709658,98.16882,Bengaluru,8,4,0,Monsoon
2024-08-10 00:00:00+00:00,,,,,,,,,,,,,26.7,20.3,10.1,15.530151,99.383995,Bengaluru,8,5,1,Monsoon
2024-08-11 00:00:00+00:00,,,,,,,,,,,,,28.2,20.25,7.4999995,13.779114,96.95418,Bengaluru,8,6,1,Monsoon
2024-08-12 00:00:00+00:00,,,,,,,,,,,,,28.9,20.4,12.5,12.4811535,97.86408,Bengaluru,8,0,0,Monsoon
2024-08-13 00:00:00+00:00,,,,,,,,,,,,,28.65,20.2,3.9999998,11.212135,98.77036,Bengaluru,8,1,0,Monsoon
2024-08-14 00:00:00+00:00,,,,,,,,,,,,,28.95,21.55,1.2,11.440978,94.62425,Bengaluru,8,2,0,Monsoon
2024-08-15 00:00:00+00:00,,,,,,,,,,,,,28.85,20.9,2.3,10.086427,94.60441,Bengaluru,8,3,0,Monsoon
2024-08-16 00:00:00+00:00,,,,,,,,,,,,,28.65,19.95,11.7,10.594036,99.38234,Bengaluru,8,4,0,Monsoon
2024-08-17 00:00:00+00:00,,,,,,,,,,,,,29.0,19.65,2.8999999,11.988594,99.69007,Bengaluru,8,5,1,Monsoon
2024-08-18 00:00:00+00:00,,,,,,,,,,,,,28.85,19.4,2.0,7.8954163,100.0,Bengaluru,8,6,1,Monsoon
2024-08-19 00:00:00+00:00,,,,,,,,,,,,,28.05,19.95,12.5,7.771331,99.6919,Bengaluru,8,0,0,Monsoon
2024-08-20 00:00:00+00:00,,,,,,,,,,,,,28.7,20.15,9.8,11.808878,99.691826,Bengaluru,8,1,0,Monsoon
2024-08-21 00:00:00+00:00,,,,,,,,,,,,,27.6,19.85,1.5000001,20.3774,98.16812,Bengaluru,8,2,0,Monsoon
2024-08-22 00:00:00+00:00,,,,,,,,,,,,,27.5,19.2,0.90000004,26.178707,98.4534,Bengaluru,8,3,0,Monsoon
2024-08-23 00:00:00+00:00,,,,,,,,,,,,,27.45,19.1,0.0,21.30093,99.0688,Bengaluru,8,4,0,Monsoon
2024-08-24 00:00:00+00:00,,,,,,,,,,,,,27.6,19.9,1.3000001,25.11758,96.04322,Bengaluru,8,5,1,Monsoon
2024-08-25 00:00:00+00:00,,,,,,,,,,,,,27.1,19.4,1.3000001,27.757376,95.13178,Bengaluru,8,6,1,Monsoon
2024-08-26 00:00:00+00:00,,,,,,,,,,,,,28.15,19.95,1.6000001,26.983194,93.9723,Bengaluru,8,0,0,Monsoon
2024-08-27 00:00:00+00:00,,,,,,,,,,,,,26.7,19.7,4.6,22.963936,97.24372,Bengaluru,8,1,0,Monsoon
2024-08-28 00:00:00+00:00,,,,,,,,,,,,,26.75,19.3,1.0,23.042812,98.76196,Bengaluru,8,2,0,Monsoon
2024-08-29 00:00:00+00:00,,,,,,,,,,,,,27.45,19.35,14.400002,22.366402,99.07055,Bengaluru,8,3,0,Monsoon
2024-08-30 00:00:00+00:00,,,,,,,,,,,,,26.45,19.75,5.3999996,20.211363,97.552155,Bengaluru,8,4,0,Monsoon
2024-08-31 00:00:00+00:00,,,,,,,,,,,,,24.0,19.95,4.4,22.668568,96.05351,Bengaluru,8,5,1,Monsoon
2024-09-01 00:00:00+00:00,,,,,,,,,,,,,26.8,20.1,6.2999997,25.40743,96.05058,Bengaluru,9,6,1,Monsoon
2024-09-02 00:00:00+00:00,,,,,,,,,,,,,27.55,19.9,5.4,20.240196,99.07445,Bengaluru,9,0,0,Monsoon
2024-09-03 00:00:00+00:00,,,,,,,,,,,,,27.85,19.5,1.2,22.346113,97.845505,Bengaluru,9,1,0,Monsoon
2024-09-04 00:00:00+00:00,,,,,,,,,,,,,28.05,19.55,0.6,25.570139,97.23854,Bengaluru,9,2,0,Monsoon
2024-09-05 00:00:00+00:00,,,,,,,,,,,,,27.85,19.95,0.5,22.314192,94.562355,Bengaluru,9,3,0,Monsoon
2024-09-06 00:00:00+00:00,,,,,,,,,,,,,27.0,19.7,1.7,20.969805,96.03876,Bengaluru,9,4,0,Monsoon
2024-09-07 00:00:00+00:00,,,,,,,,,,,,,27.45,19.95,10.3,21.24305,94.56033,Bengaluru,9,5,1,Monsoon
2024-09-08 00:00:00+00:00,,,,,,,,,,,,,26.0,20.3,2.2000003,22.3229,94.2955,Bengaluru,9,6,1,Monsoon
2024-09-09 00:00:00+00:00,,,,,,,,,,,,,28.3,19.8,3.2999995,24.693481,98.15565,Bengaluru,9,0,0,Monsoon
2024-09-10 00:00:00+00:00,,,,,,,,,,,,,28.35,19.55,1.6000001,29.168886,98.15151,Bengaluru,9,1,0,Monsoon
2024-09-11 00:00:00+00:00,,,,,,,,,,,,,28.85,19.5,0.8,22.314194,98.76431,Bengaluru,9,2,0,Monsoon
2024-09-12 00:00:00+00:00,,,,,,,,,,,,,29.15,18.7,0.8000001,21.96295,98.447525,Bengaluru,9,3,0,Monsoon
2024-09-13 00:00:00+00:00,,,,,,,,,,,,,28.45,18.6,0.0,20.06334,99.37597,Bengaluru,9,4,0,Monsoon
2024-09-14 00:00:00+00:00,,,,,,,,,,,,,28.35,18.65,1.0,19.734436,98.446915,Bengaluru,9,5,1,Monsoon
2024-09-15 00:00:00+00:00,,,,,,,,,,,,,28.6,18.15,0.6,18.161278,98.754395,Bengaluru,9,6,1,Monsoon
2024-09-16 00:00:00+00:00,,,,,,,,,,,,,28.3,17.9,1.6000001,21.09305,99.68597,Bengaluru,9,0,0,Monsoon
2024-09-17 00:00:00+00:00,,,,,,,,,,,,,28.1,18.65,0.5,20.188908,99.99999,Bengaluru,9,1,0,Monsoon
2024-09-18 00:00:00+00:00,,,,,,,,,,,,,28.4,17.8,0.0,16.263872,98.43923,Bengaluru,9,2,0,Monsoon
2024-09-19 00:00:00+00:00,,,,,,,,,,,,,28.9,17.65,0.5,18.72346,97.20288,Bengaluru,9,3,0,Monsoon
2024-09-20 00:00:00+00:00,,,,,,,,,,,,,28.8,19.45,0.0,12.959999,95.73029,Bengaluru,9,4,0,Monsoon
2024-09-21 00:00:00+00:00,,,,,,,,,,,,,29.35,19.3,0.2,17.992796,96.62773,Bengaluru,9,5,1,Monsoon
2024-09-22 00:00:00+00:00,,,,,,,,,,,,,28.7,19.55,0.2,17.673029,93.70501,Bengaluru,9,6,1,Monsoon
2024-09-23 00:00:00+00:00,,,,,,,,,,,,,29.25,20.1,4.1,20.211363,95.4738,Bengaluru,9,0,0,Monsoon
2024-09-24 00:00:00+00:00,,,,,,,,,,,,,28.65,20.35,4.0999994,23.313995,98.163315,Bengaluru,9,1,0,Monsoon
2024-09-25 00:00:00+00:00,,,,,,,,,,,,,29.1,19.5,1.0,23.456009,98.15216,Bengaluru,9,2,0,Monsoon
2024-09-26 00:00:00+00:00,,,,,,,,,,,,,28.95,19.8,0.8000001,18.998314,96.64035,Bengaluru,9,3,0,Monsoon
2024-09-27 00:00:00+00:00,,,,,,,,,,,,,28.9,19.45,0.5,15.639297,98.76848,Bengaluru,9,4,0,Monsoon
2024-09-28 00:00:00+00:00,,,,,,,,,,,,,28.5,19.7,8.0,15.427586,99.69014,Bengaluru,9,5,1,Monsoon
2024-09-29 00:00:00+00:00,,,,,,,,,,,,,28.8,20.2,1.0,12.991212,98.774994,Bengaluru,9,6,1,Monsoon
2024-09-30 00:00:00+00:00,,,,,,,,,,,,,30.9,19.9,0.4,14.330079,99.07896,Bengaluru,9,0,0,Monsoon
2024-10-01 00:00:00+00:00,,,,,,,,,,,,,30.9,20.1,0.6,10.261579,99.07582,Bengaluru,10,1,0,Post-Monsoon
2024-10-02 00:00:00+00:00,,,,,,,,,,,,,30.25,20.0,9.000001,14.003029,99.38255,Bengaluru,10,2,0,Post-Monsoon
2024-10-03 00:00:00+00:00,,,,,,,,,,,,,28.6,20.05,0.8,16.036171,99.69101,Bengaluru,10,3,0,Post-Monsoon
