city,ate,no2_mean,pm25_reduction
Delhi,0.8396698975368763,40.85389527801539,6.860757212414692
Mumbai,-8.553141910954222,21.47164482107959,-36.7300050432598
Bengaluru,-0.12076460886191848,25.17112260526923,-0.6079561552081466
